path,class,split,source
ml\data\processed\train\destroyed\synthetic_destroyed_00870.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00871.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00872.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00873.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00874.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00875.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00876.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00877.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00878.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00879.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00880.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00881.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00882.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00883.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00884.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00885.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00886.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00887.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00888.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00889.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00890.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00891.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00892.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00893.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00894.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00895.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00896.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00897.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00898.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00899.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00900.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00901.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00902.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00903.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00904.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00905.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00906.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00907.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00908.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00909.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00910.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00911.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00912.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00913.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00914.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00915.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00916.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00917.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00918.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00919.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00920.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00921.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00922.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00923.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00924.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00925.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00926.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00927.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00928.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00929.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00930.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00931.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00932.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00933.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00934.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00935.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00936.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00937.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00938.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00939.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00940.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00941.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00942.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00943.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00944.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00945.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00946.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00947.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00948.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00949.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00950.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00951.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00952.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00953.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00954.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00955.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00956.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00957.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00958.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00959.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00960.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00961.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00962.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00963.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00964.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00965.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00966.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00967.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00968.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00969.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00970.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00971.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00972.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00973.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00974.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00975.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00976.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00977.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00978.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00979.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00980.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00981.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00982.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00983.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00984.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00985.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00986.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00987.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00988.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00989.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00990.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00991.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00992.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00993.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00994.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00995.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00996.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00997.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00998.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_00999.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01000.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01001.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01002.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01003.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01004.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01005.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01006.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01007.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01008.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01009.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01010.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01011.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01012.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01013.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01014.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01015.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01016.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01017.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01018.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01019.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01020.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01021.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01022.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01023.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01024.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01025.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01026.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01027.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01028.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01029.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01030.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01031.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01032.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01033.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01034.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01035.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01036.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01037.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01038.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01039.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01040.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01041.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01042.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01043.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01044.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01045.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01046.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01047.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01048.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01049.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01050.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01051.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01052.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01053.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01054.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01055.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01056.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01057.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01058.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01059.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01060.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01061.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01062.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01063.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01064.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01065.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01066.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01067.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01068.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01069.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01070.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01071.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01072.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01073.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01074.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01075.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01076.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01077.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01078.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01079.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01080.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01081.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01082.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01083.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01084.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01085.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01086.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01087.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01088.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01089.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01090.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01091.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01092.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01093.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01094.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01095.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01096.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01097.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01098.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01099.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01100.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01101.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01102.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01103.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01104.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01105.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01106.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01107.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01108.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01109.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01110.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01111.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01112.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01113.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01114.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01115.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01116.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01117.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01118.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01119.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01120.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01121.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01122.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01123.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01124.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01125.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01126.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01127.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01128.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01129.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01130.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01131.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01132.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01133.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01134.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01135.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01136.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01137.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01138.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01139.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01140.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01141.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01142.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01143.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01144.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01145.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01146.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01147.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01148.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01149.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01150.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01151.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01152.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01153.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01154.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01155.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01156.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01157.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01158.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01159.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01160.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01161.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01162.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01163.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01164.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01165.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01166.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01167.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01168.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01169.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01170.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01171.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01172.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01173.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01174.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01175.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01176.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01177.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01178.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01179.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01180.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01181.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01182.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01183.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01184.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01185.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01186.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01187.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01188.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01189.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01190.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01191.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01192.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01193.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01194.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01195.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01196.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01197.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01198.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01199.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01200.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01201.png,destroyed,train,synthetic
ml\data\processed\train\destroyed\synthetic_destroyed_01202.png,destroyed,train,synthetic
